bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,duration_seconds,scaled_bytes_in,scaled_bytes_out,scaled_duration_seconds,anomaly
21448,32494,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.2843932474700361,-0.20457879520439048,0.0,Normal
28524,13364,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.28268487278608523,-0.2797530267273694,0.0,Normal
9600,22230,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.2872537369069283,-0.2449127373032852,0.0,Normal
7786,14138,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.2876916950296935,-0.2767114765340194,0.0,Normal
33662,9572,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.2814443938253533,-0.2946542648839369,0.0,Normal
6480,11794,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.28800700556350356,-0.2859225794451466,0.0,Normal
16698,19255,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:20:00+00:00,waf_rule,600.0,-0.28554005071321953,-0.25660345025576103,0.0,Normal
4018,3144,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.28860141179186516,-0.3199140641641099,0.0,Normal
38560,34470,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.2802618586074348,-0.19681380401309898,0.0,Normal
57088,12210,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.275788601662234,-0.28428784445750627,0.0,Normal
1215594,64362,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,0.003912122137247221,-0.07934866398775205,0.0,Suspicious
3514,2648,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.28872309365177345,-0.32186317126475794,0.0,Normal
13338,17636,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.2863512631126083,-0.2629655558927554,0.0,Normal
4803684,294875,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,0.8701928061023545,0.8264870720842002,0.0,Normal
13132,18249,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.2864009981585232,-0.2605566795768335,0.0,Normal
5238,11674,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:30:00+00:00,waf_rule,600.0,-0.2883068644325633,-0.2863941376146582,0.0,Normal
9052,5162,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.2873860417863524,-0.3119840276134893,0.0,Normal
31076,39744,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.28206873765416857,-0.17608882246306284,0.0,Normal
28518,13366,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.28268632137965555,-0.27974516742454425,0.0,Normal
43660,12924,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.2790305540726483,-0.28148207334891207,0.0,Normal
26820,45260,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.28309627336006093,-0.15441286527117828,0.0,Normal
3206,11038,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.2887974547883841,-0.28889339591306984,0.0,Normal
35894,10094,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.2809055170171879,-0.29260298684656133,0.0,Normal
9132,5756,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.28736672720541456,-0.3096498146744067,0.0,Normal
4801644,292969,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,0.8697002842884399,0.8189971564917906,0.0,Normal
22790,40397,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:40:00+00:00,waf_rule,600.0,-0.284069245374804,-0.17352276009063708,0.0,Normal
29040,16476,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,-0.28256029373903624,-0.2675239515313678,0.0,Normal
27938,4626,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,-0.28282635209145485,-0.31409032077064125,0.0,Normal
34660,10044,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,-0.28120344442815387,-0.2927994694171912,0.0,Normal
5238,11776,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,-0.2883068644325633,-0.2859933131705733,0.0,Normal
4809606,290761,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,0.8716225679562772,0.8103204861727766,0.0,Normal
6742,13419,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 00:50:00+00:00,waf_rule,600.0,-0.28794375031093217,-0.2795368958996766,0.0,Normal
4138,3144,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.28857243992045845,-0.3199140641641099,0.0,Normal
10262,16182,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2870939087496677,-0.26867926904667133,0.0,Normal
28048,4730,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2827997945426653,-0.3136816370237312,0.0,Normal
4064,11386,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2885903059078259,-0.28752587722148615,0.0,Normal
47774,23406,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2780373017479206,-0.24029146724207123,0.0,Normal
3326,11038,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2887684829169774,-0.28889339591306984,0.0,Normal
9336,23450,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2873174750240231,-0.24011856257991696,0.0,Normal
4827283,306181,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,0.8758903660467519,0.870915710955021,0.0,Suspicious
10830,23370,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.2869567752250092,-0.2404329346929247,0.0,Normal
9806,14344,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:00:00+00:00,waf_rule,600.0,-0.28720400186101336,-0.27590196834302444,0.0,Normal
16062,27514,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.2856936016316753,-0.2241484592391231,0.0,Normal
29010,15550,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.28256753670688795,-0.2711628087394326,0.0,Normal
3722,2694,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.28867287574133516,-0.3216824072997785,0.0,Normal
7182,12958,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.2878375201157741,-0.2813484652008838,0.0,Normal
3102,11142,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.28882256374360327,-0.2884847121661598,0.0,Normal
10012,14968,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.2871542668150985,-0.273449865861564,0.0,Normal
4776536,289969,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,0.8636384030611028,0.8072082022539998,0.0,Normal
528,858,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.2894440103852779,-0.32889724729330644,0.0,Normal
6376,11690,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:10:00+00:00,waf_rule,600.0,-0.28803211451872274,-0.28633126319205665,0.0,Normal
9620,16178,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.2872489082616938,-0.2686949876523217,0.0,Normal
24442,25574,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.28367039927843785,-0.23177198297956111,0.0,Normal
29586,15754,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.2824284717241356,-0.2703611598512628,0.0,Normal
30178,14280,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.28228554382519566,-0.27615346603343066,0.0,Normal
1889834,34306,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,0.1666954102812553,-0.19745826684476486,0.0,Normal
5154,2878,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.288327144742548,-0.32095935143986065,0.0,Normal
12764,26284,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.2864898452308372,-0.2289819304766173,0.0,Normal
4788904,294113,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,0.866624437274091,0.8234926777078014,0.0,Normal
22366,31577,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.2841716126537745,-0.20818228554974186,0.0,Normal
6376,11690,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:20:00+00:00,waf_rule,600.0,-0.28803211451872274,-0.28633126319205665,0.0,Normal
3618,2878,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.28869798469655433,-0.32095935143986065,0.0,Normal
23680,33014,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.2838543706618707,-0.20253537646984007,0.0,Normal
28388,13468,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,165.225.212.255,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.28271770757367953,-0.27934434298045935,0.0,Normal
43840,13960,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.2789870962655382,-0.27741095448546166,0.0,Normal
1253276,46666,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,0.013009772623487303,-0.14888777538506703,0.0,Normal
4080,11386,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,94.188.248.74,IL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.2885864429916383,-0.28752587722148615,0.0,Normal
3206,11038,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.2887974547883841,-0.28889339591306984,0.0,Normal
14222,9362,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,165.225.26.101,DE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.2861378369932453,-0.2954794916805823,0.0,Normal
4808787,301495,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,0.8714248349339262,0.8525013644355919,0.0,Normal
7294,13707,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:30:00+00:00,waf_rule,600.0,-0.28781047970246115,-0.2784051562928487,0.0,Normal
5824,12018,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2881653851271937,-0.2850423375287249,0.0,Normal
5492,12046,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2882455406380857,-0.2849323072891722,0.0,Normal
28644,7330,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,165.225.213.7,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2826559009146785,-0.3034645433509792,0.0,Normal
3206,11142,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,165.225.8.79,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2887974547883841,-0.2884847121661598,0.0,Normal
38780,18682,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,136.226.77.103,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2802087435098558,-0.25885514051517905,0.0,Normal
4869181,301752,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,0.8860058949484154,0.8535112848486293,0.0,Suspicious
6046,4544,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2881117871650912,-0.3144125521864742,0.0,Normal
6584,11898,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,147.161.131.1,AT,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.2879818966082844,-0.2855138956982365,0.0,Normal
7666,14346,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:40:00+00:00,waf_rule,600.0,-0.28772066690110026,-0.2758941090401993,0.0,Normal
5140,4294,2024-04-26 01:50:00+00:00,2024-04-26 02:00:00+00:00,147.161.161.82,AE,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26 01:50:00+00:00,waf_rule,600.0,-0.2883305247942121,-0.31539496503962344,0.0,Normal
